code,name,gender,country_code,country,nationality_long,disciplines,events,birth_date,birth_country,hobbies,occupation,education,family,lang,coach
1539990,MURTAGH Fiona,Female,IRL,Ireland,Ireland,['Rowing'],"[""Women's Pair""]",1995-07-11,Ireland,,Athlete,"Graduated with a Bachelor's degree in Biology from Fordham University (New York, NY, USA), and an Executive Master's degree from the University of Galway (IRL)","Twin brother, Alan",English,
1539991,MAGNER Imogen,Female,IRL,Ireland,Ireland,['Rowing'],"[""Women's Four""]",1998-07-08,Great Britain,,"Athlete, researcher, climate ambassador",Recevied a Bachelor's degree in Zoology from the University of Reading (GBR) in 2023,,"English, Spanish",National: Giuseppe De Vita (ITA)
1539992,LONG Natalie,Female,IRL,Ireland,Ireland,['Rowing'],"[""Women's Four""]",1990-06-13,South Africa,,Athlete,Studied at Imperial College London (GBR),,English,National: Giuseppe De Vita (ITA)
1539993,CASEY Aoife,Female,IRL,Ireland,Ireland,['Rowing'],"[""Lightweight Women's Double Sculls""]",1999-06-01,,"Cooking, reading",Athlete,Graduated with a Bachelor's degree in Health Science from University College Cork (IRL),"Father, Dominic",English,
1539998,KEOGH Aifric,Female,IRL,Ireland,Ireland,['Rowing'],"[""Women's Pair""]",1992-07-09,Ireland,Reading,Athlete,"Graduated with a Bachelor's degree in Microbiology from the University of Galway (IRL), and a Master's degree in Food Microbiology from University College Cork (IRL)","Father, Jim. Mother, Susan. Sister, Ciara","English, French, Gaelic",
1540039,TOSTI Alejandro,Male,ARG,Argentina,Argentina,['Golf'],"[""Men's Individual Stroke Play""]",1996-05-30,Argentina,He loves to cook and considers Argentine empanadas to be his specialty,,,"Youngest of four children (one brother, two sisters)","English, Spanish",
1540108,BAR Juan,Male,ARG,Argentina,Argentina,['Handball'],['Men'],1987-06-29,Argentina,,Athlete,Studied International Relations at Universidad Siglo 21 (ARG),"Partner, Natalia",Spanish,National: Guillermo Milano (ARG).<br>Club: Enrique Dominguez (ESP)
1540112,BONANNO Nicolas,Male,ARG,Argentina,Argentina,['Handball'],['Men'],1991-11-18,Argentina,,Athlete,,,Spanish,National: Guillermo Milano (ARG).</p><p>Club: Enrique Dominguez (ESP)
1540120,FERNANDEZ Federico,Male,ARG,Argentina,Argentina,['Handball'],['Men'],1989-10-17,Argentina,Fishing,Athlete,,"Wife, Milena. Daughter, Emilia (born 2018). Father, Elio. Brothers, Sebastian and Juan Pablo",Spanish,National: Guillermo Milano (ARG).<br>Club: Elio Fernandez (ARG) - his father
1540143,FISCHER Guillermo,Male,ARG,Argentina,Argentina,['Handball'],['Men'],1996-07-18,Argentina,,Athlete,,"Father, Rodolfo ""Lobo"" Fischer (deceased 2020). Mother, Elena Schmidt",Spanish,National: Guillermo Milano (ARG).<br>Club: Jacobo Cuetera (ESP)
1540144,MACIEL Leonel,Male,ARG,Argentina,Argentina,['Handball'],['Men'],1989-01-04,Argentina,"Reading, painting, drawing",Athlete,,"Partner, Maria Troglio",Spanish,National: Guillermo Milano (ARG).<br>Club: Ricardo Costa (POR)
1540173,PENRUDDOCKE Adriana,Female,BER,Bermuda,United States of America,['Sailing'],"[""Women's Dinghy""]",2000-06-14,United States,,"Athlete, strength and conditioning coach",Bachelor of Engineering at Solent University (GBR),"Father, Charles. Mother, Maja. Brother, Thomas",English,Shaun Priestley
1540175,MARTINEZ CAMI Pedro,Male,ARG,Argentina,Argentina,['Handball'],['Men'],1999-12-20,Argentina,,Athlete,,,Spanish,National: Guillermo Milano (ARG)
1540176,WEBSTER Charlotte,Female,CAY,Cayman Islands,Great Britain,['Sailing'],"[""Women's Dinghy""]",2004-03-17,Cayman Islands,"Environmental projects, walking her dog on the beach, reading","Athlete, student",Environmental Studies at the University of Exeter (GBR),"Father, Ben. Mother, Pamela",English,
1540177,MOSCARIELLO Lucas,Male,ARG,Argentina,Argentina,['Handball'],['Men'],1992-02-19,Argentina,,Athlete,,,Spanish,National: Guillermo Milano (ARG).<br>Club: Fernando Latorre (ESP)
1540178,MOYANO Andres,Male,ARG,Argentina,Argentina,['Handball'],['Men'],1996-07-28,Argentina,,Athlete,,,Spanish,National: Guillermo Milano (ARG).<br>Club: Antonio Rama (ESP)
1540179,MOURINO Gaston,Male,ARG,Argentina,Argentina,['Handball'],['Men'],1994-10-12,Argentina,,Athlete,,,Spanish,National: Guillermo Milano (ARG).<br>Club: George Buricea (ROU)
1540180,PARKER James,Male,ARG,Argentina,Argentina,['Handball'],['Men'],1994-06-09,Argentina,,Athlete,,"Father, James Parker (from USA). Mother, Ivanna Melian (from Argentina)",Spanish,National: Guillermo Milano (ARG).<br>Club: Magdy Abou El-Magd (EGY)
1540181,PIZARRO Federico,Male,ARG,Argentina,Argentina,['Handball'],['Men'],1986-09-07,Argentina,,Athlete,,"Father, Ruben. Younger brother, Ignacio","English, Spanish",National: Guillermo Milano (ARG).<br>Club: Lidio Jimenez Carrascosa (ESP)
1540184,CROOKS Jillian Janis Geohagan,Female,CAY,Cayman Islands,Great Britain,['Swimming'],"[""Women's 100m Freestyle""]",2006-06-27,United States,"Dancing, singing, playing the piano","Athlete, student",,"Father, James. Mother, Faith. Brother, Jordan",English,
1540190,HARVEY Emma,Female,BER,Bermuda,Great Britain,['Swimming'],"[""Women's 100m Backstroke""]",2001-07-23,,"Watching sports, spending time with friends",,Graduated in 2023 with a degree in Economics and Traditional Politics at Penn State University (USA),"Father, Michael. Mother, Alison. Brother, Jack",English,
1540216,HAWLEY Erica,Female,BER,Bermuda,Great Britain,['Triathlon'],"[""Women's Individual""]",1998-05-29,Bermuda,,Athlete,"Graduated with a Bachelor of Arts in Neuroscience and Spanish (Language and Literature) at the University of Colorado Boulder (CO, USA)",,English,Personal: Jessica Broderick (USA)
1540226,SMITH Tyler,Male,BER,Bermuda,Great Britain,['Triathlon'],"[""Men's Individual""]",1998-09-26,Bermuda,,Athlete,Graduated in Sports Science and Physiology in 2020 at the University of Leeds (ENG),,English,Nate Wilson
1540262,ALEXUC CIURARIU Alin,Male,ROU,Romania,Romania,['Wrestling'],"[""Men's Greco-Roman 130kg""]",1990-02-03,Romania,,Athlete,West University of Timisoara (ROU),,"English, Romanian",National: Victor Baciu
1540263,ARNAUT Razvan,Male,ROU,Romania,Romania,['Wrestling'],"[""Men's Greco-Roman 60kg""]",1998-09-28,Romania,,Athlete,,"Sister, Diana","English, Romanian",
1540273,ANA Andreea Beatrice,Female,ROU,Romania,Romania,['Wrestling'],"[""Women's Freestyle 53kg""]",2000-11-14,,,Athlete,,,Romanian,"Nikolai Stoianov [national]; Adina Popescu [national], ROU"
1540275,AXENTE Catalina,Female,ROU,Romania,Romania,['Wrestling'],"[""Women's Freestyle 76kg""]",1995-10-31,Romania,,,Studied at West University of Timișoara (ROU),,Romanian,Personal: Dumitru Buleandra (ROU)
1540278,INCZE Kriszta Tunde,Female,ROU,Romania,Romania,['Wrestling'],"[""Women's Freestyle 62kg""]",1996-05-15,Romania,,"Athlete, student","Physical Education, Sport Studies - West University of Timisoara, Romania",,"English, Romanian",National: Nikolai Stoianov
1540305,TAZHUDINOV Akhmed,Male,BRN,Bahrain,Bahrain,['Wrestling'],"[""Men's Freestyle 97kg""]",2003-01-25,Russian Federation,,,,,"English, Russian",
1540310,ERATI Kaimauri,Male,KIR,Kiribati,Kiribati,['Weightlifting'],"[""Men's 61kg""]",2004-06-13,,,Athlete,,,,
1540334,MINASYAN Gor,Male,BRN,Bahrain,Bahrain,['Weightlifting'],"[""Men's +102kg""]",1994-10-25,Armenia,,Athlete,Studied at Gyumri State Pedagogical Institute (ARM),,"Armenian, Russian",
1540335,MONTANO Lesman,Male,BRN,Bahrain,Bahrain,['Weightlifting'],"[""Men's 102kg""]",1996-03-05,Colombia,,Athlete,Studied Industrial Engineering at the Free University of Cali (COL),"Father, Teodoro. Mother, Marta Montano. Brothers, Elid, Jair, Alver, Harold",Spanish,Personal: Leidy Andrea Zuluaga (COL)
1540349,AIT BEKKA Jugurtha,Male,ALG,Algeria,Algeria,['Boxing'],"[""Men's 63.5kg""]",1996-03-04,Algeria,,,,,,"National: Brahim Bedjaoui (ALG), Sid Ahmed Merouane (ALG)"
1540351,KADI Mourad,Male,ALG,Algeria,Algeria,['Boxing'],"[""Men's +92kg""]",1995-06-26,Algeria,,,"Studied Computer Science at Mouloud Maameri University (Tizi Ouzou, ALG)",,"Arabic, French",
1540352,BOUALAM Roumaysa,Female,ALG,Algeria,Algeria,['Boxing'],"[""Women's 50kg""]",1994-10-10,Algeria,,"Athlete, student",,,"Arabic, French",
1540353,KHELIF Imane,Female,ALG,Algeria,Algeria,['Boxing'],"[""Women's 66kg""]",1999-05-02,Algeria,Cooking,Athlete,,,"Arabic, French",Club: Mohamed Al-Shawa
1540354,KHELIF Dounia,Female,ALG,Algeria,Algeria,['Boxing'],"[""Women's 60kg""]",1997-09-01,Algeria,,,,,Arabic,
1540497,PIZARRO Ignacio,Male,ARG,Argentina,Argentina,['Handball'],['Men'],1990-02-08,Argentina,,Athlete,,"Father, Ruben. Older brother, Federico",Spanish,National: Guillermo Milano (ARG).<br>Club: Lidio Jimenez Carrascosa (ESP)
1540498,SIMONET Pablo,Male,ARG,Argentina,Argentina,['Handball'],['Men'],1992-05-04,Argentina,,Athlete,,"Partner, Pilar Campoy. Father, Luis Simonet. Mother, Alicia Moldes. Older brothers, Diego and Pablo","English, French, Portuguese, Spanish",National: Guillermo Milano (ARG).<br>Club: Fernando Latorre (ESP)
1540499,SIMONET Diego,Male,ARG,Argentina,Argentina,['Handball'],['Men'],1989-12-26,Argentina,"Painting, playing board games","Athlete, businessman","Studied Sports Management at Blas Pascal University, ARG","Wife, Sol. One daughter. Father, Luis Simonet. Mother, Alicia Moldes. Brothers, Sebastian and Pablo","English, French, Portuguese, Spanish",National: Guillermo Milano (ARG).<br>Club: Patrice Canayer (FRA)
1540516,BONO Nicolas,Male,ARG,Argentina,Argentina,['Handball'],['Men'],1997-08-16,Argentina,,Athlete,,"Father, Alejandro Bono. Mother, Viviana Iraneta. Brothers, Fernando and Gonzalo. Sister, Carolina",Spanish,National: Guillermo Milano (ARG).<br>Club: Eduard Roara (ESP)
1540533,MONETA Marcos,Male,ARG,Argentina,Argentina,['Rugby Sevens'],['Men'],2000-03-07,Argentina,Paddle tennis,Athlete,"Studying Business Administration at University of San Andres (Buenos Aires, ARG)",,Spanish,National: Santiago Gomez Cora (ARG)
1540534,VERA FELD Santiago,Male,ARG,Argentina,Argentina,['Rugby Sevens'],['Men'],2001-03-29,Argentina,,Athlete,,,Spanish,
1540536,OSADCZUK Matias,Male,ARG,Argentina,Argentina,['Rugby Sevens'],['Men'],1997-04-22,Argentina,,Athlete,,"Father, Claudio. Older brother, Santiago",Spanish,National: Santiago Gomez Cora (ARG)
1540537,ALVAREZ Santiago,Male,ARG,Argentina,Argentina,['Rugby Sevens'],['Men'],1994-02-17,Argentina,,"Athlete, student",Studying Business Administration (remotely),,Spanish,National: Santiago Gomez Cora (ARG)
1540538,SCHULZ German,Male,ARG,Argentina,Argentina,['Rugby Sevens'],['Men'],1994-02-05,Argentina,,Athlete,"Studied Business Administration at Blas Pascal University (Cordoba, ARG)","Father, Guillermo. Mother, Maria Vilma. Sister, Emilia",Spanish,National: Santiago Gomez Cora (ARG)
1540539,PELLANDINI Joaquin,Male,ARG,Argentina,Argentina,['Rugby Sevens'],['Men'],1999-05-27,,,Athlete,"Graduated with a Bachelor's degree in Economics from Torcuato Di Tella University (Buenos Aires, Argentina)","Father, Damien. Mother, Pato. Brother, Santiago. Sister, Florencia","English, Spanish",National: Santiago Gomez Cora (ARG)
1540543,REVOL Gaston,Male,ARG,Argentina,Argentina,['Rugby Sevens'],['Men'],1986-11-26,Argentina,Playing the charango (stringed instrument similar to a guitar),Athlete,"Graduated with a degree in Accounting in 2020 at Blas Pascal University (Cordoba, ARG)","Wife, Maqui. Daughter, Francina (born 2022)",Spanish,National: Santiago Gomez Cora (ARG)
1540583,OPTI Soren,Male,SUR,Suriname,Suriname,['Badminton'],"[""Men's Singles""]",1997-05-16,Suriname,,,,,"Dutch, English",
1540603,ELIZALDE Tomas,Male,ARG,Argentina,Argentina,['Rugby Sevens'],['Men'],2002-11-18,,,Athlete,,"Brother, Benjamin",Spanish,National: Santiago Gómez Cora (ARG)
1540605,WADE Tobias,Male,ARG,Argentina,Argentina,['Rugby Sevens'],['Men'],1999-08-06,,,Athlete,Graduated with a Bachelor's degree in Business Administration from the University of Buenos Aires (ARG),,Spanish,National: Santiago Gomez Cora (ARG)
1540621,GRAZIANO Matteo,Male,ARG,Argentina,Argentina,['Rugby Sevens'],['Men'],2001-07-21,Argentina,,Athlete,,"Father, Esteban",Spanish,National: Santiago Gomez Cora (ARG)
1540623,GONZALEZ Luciano,Male,ARG,Argentina,Argentina,['Rugby Sevens'],['Men'],1997-04-10,Argentina,,Athlete,,"Father, Daniel",Spanish,National: Santiago Gomez Cora (ARG)
1540624,FRAGA Agustin,Male,ARG,Argentina,Argentina,['Rugby Sevens'],['Men'],2002-03-06,Argentina,,Athlete,,,Spanish,National: Santiago Gomez Cora (ARG)
1540625,ISGRO Rodrigo,Male,ARG,Argentina,Argentina,['Rugby Sevens'],['Men'],1999-03-24,Argentina,,"Athlete, student","Studying Business Administration at Universidad Empresarial Siglo 21 (Cordoba, ARG)",,Spanish,National: Santiago Gomez Cora (ARG)
1540647,DELL OLIO Matias,Male,ARG,Argentina,Argentina,['Skateboarding'],"[""Men's Street""]",1996-10-19,Argentina,,Athlete,,,"English, Spanish",
1540688,GOMEZ SANCHEZ Manuela,Female,COL,Colombia,Colombia,['Canoe Sprint'],"[""Women's Canoe Single 200m""]",2000-07-20,Colombia,,Athlete,,"Father, Don Darío. Mother, Jenny Fernanda",Spanish,
1540691,SCHREUDERS Mikel,Male,ARU,Aruba,Netherlands,['Swimming'],"[""Men's 100m Freestyle"", ""Men's 50m Freestyle""]",1998-09-21,Aruba,,Athlete,"Studied Mechanical Engineering at University of Missouri (Columbia, MO, USA)","Father, Frits Albert. Mother, Monica Schreuders","Dutch, English, Papiamento, Spanish",
1540692,WESTERA Ethan,Male,ARU,Aruba,Netherlands,['Sailing'],"[""Men's Windsurfing""]",1997-10-03,Aruba,"Skiing, watersports, running, football","Athlete, works for the family business - Arbua Watersports Center",The Open University,"Father, Peter. Mother, Appie. Brother, Nathan","Dutch, English",
1540693,van AANHOLT Just,Male,ARU,Aruba,Netherlands,['Sailing'],"[""Men's Dinghy""]",1995-11-24,Netherlands Antilles,"Drone flying and in particular FPV (first-person view) flying, free immersion diving",Athlete,University of Amsterdam (NED),"Father, Cor. Mother, Marjolein van Aanholt Grol. Brother, Ard. Sisters Philipine and Odile","Dutch, English",
1540694,ELHAGE Phili,Male,ARU,Aruba,Netherlands,['Shooting'],['10m Air Pistol Men'],1982-04-11,Curaçao,"Running, social baseball and softball, flag football",Works for the school board in Curacao,"Studied Information, Communication and Technology at university in Curacao","Partner, Corisse Rhodes. Son, Philip Max. Mother, Jane. Sister, Jinan","Dutch, English, Papiamentu, Spanish",National: Amanda Mondol (COL).<br>Personal: Shaheen Elhage (NED)
1540695,HOWELL Shanayah,Female,ARU,Aruba,Netherlands,['Cycling BMX Racing'],['Women'],1999-04-07,Aruba,,Athlete,,"Father, Alan Howell","English, Papiamento, Spanish",Personal: Pedro Estaba
1540701,ARIAS CASTANEDA Yeni Marcela,Female,COL,Colombia,Colombia,['Boxing'],"[""Women's 54kg""]",1990-12-23,Colombia,Spending time with family,Athlete,,"Father, Luis Alberto. Mother, Flor. Sister, Maribel. Son, Juan Camilo",Spanish,"Club: Jud Franky Granada.<br>National: Rafael Iznaga, Raul Ortiz, Jose Salinas"
1540702,VALENCIA VICTORIA Ingrit Lorena,Female,COL,Colombia,Colombia,['Boxing'],"[""Women's 50kg""]",1988-09-03,Colombia,"Dancing, cooking, travel",Athlete,"Studied Physical Education at Metropolitan University for Education, Science and Technology (Panama City, PAN)","Husband, Raul Ortiz. One son, Johan Estiven. Four brothers, Jair, Andres, Yurlei and Jerson",Spanish,"National: Rafael Iznaga (COL), Raul Ortiz (COL) - her husband"
1540704,GONZALEZ LANDAZURY Yilmar Leandro,Male,COL,Colombia,Colombia,['Boxing'],"[""Men's 57kg""]",1993-03-10,Colombia,,Worked for 12 years as a gardener in a cemetery before his first call-up to the national team in 2018,,"Father, Don Jaime Gonzales Balanta. Mother, Carmen Mireya Landazuri. One older brother and three younger brothers. One older sister, Eva, a competitive wrestler",Spanish,
1540706,RODRIGUEZ John Edison,Male,COL,Colombia,Colombia,['Fencing'],"[""Men's Épée Individual""]",1991-01-24,Colombia,Reading,Athlete,He enrolled at San Buenaventura University in Bogota (COL) to study Law but after four semesters the conflict between his academic commitments and his passion for fencing led him to prioritise his sport,"Mother, Olga. Sisters, Diana Maritza, Luz Karime, Maria de los Angeles","French, Spanish",National: Juan Miguel Paz (COL)
1540710,ZUMAYA FLORES Goretti Alejandra,Female,MEX,Mexico,Mexico,['Shooting'],"['10m Air Rifle Women', '10m Air Rifle Mixed Team']",1997-05-31,Mexico,"Cycling, hiking, walking her dogs, watching TV","Athlete, coach",Received a Bachelor's degree in Physiotherapy in 2022,"Father, David. Mother, Asuncion Flores. Sisters, Carolina and Natalia",Spanish,
1540717,GBAI Jessika,Female,CIV,Côte d'Ivoire,Côte d'Ivoire,['Athletics'],"[""Women's 200m"", ""Women's 4 x 100m Relay""]",1998-12-29,Côte d'Ivoire,"Eating, shopping, being around good company, and sleeping",Athlete,"Graduated in 2002 from Howard University (Washington, DC, USA). Biology and Political Science double major",,"English, French",Personal: Gary Evans (USA)
1540829,BORDACHYOVA Ekaterina,Female,TJK,Tajikistan,Tajikistan,['Swimming'],"[""Women's 50m Freestyle""]",2003-05-17,,,Athlete,,,,
1540832,DRAGAN Annaliese,Female,ROU,Romania,Romania,['Rhythmic Gymnastics'],['Individual All-Around'],2005-09-15,United States,,Athlete,,"Father, Valentin. Mother, Paula. Younger sister, Christina (also a rhythmic gymnast)",,
1540905,TEIXEIRA SANTANA Herminia,Female,STP,Sao Tome & Principe,Sao Tome and Principe,['Canoe Sprint'],"[""Women's Canoe Single 200m""]",2003-09-25,,,Athlete,,,Portuguese,
1540991,GOLUBIC Marko,Male,CRO,Croatia,Croatia,['Taekwondo'],['Men -68kg'],2000-07-26,Croatia,"Watching football, supporting Dinamo Zagreb",Athlete,,,Croatian,Dejan Mesarov (CRO)
1540998,ALONSO ALDERETE Alejandra,Female,PAR,Paraguay,Paraguay,['Rowing'],"[""Women's Single Sculls""]",1996-10-01,Paraguay,"Watching movies, reading, being outdoors",Athlete,"Graduated with a Bachelor's degree in Sports Management from Barry University (Miami Shores, FL, USA)","Partner Giovanni. Father, John. Mother, Mryta. Older brothers, Mauricio and Sebastian","English, Spanish",
1541062,BIAGIOLI Romina,Female,ARG,Argentina,Argentina,['Triathlon'],"[""Women's Individual""]",1989-04-03,Argentina,,Athlete,,"Sister, Cecilia. Brother, Claudio",Spanish,
1541265,BARBELIN Lisa,Female,FRA,France,France,['Archery'],"[""Women's Individual"", ""Women's Team"", 'Mixed Team']",2000-04-10,France,Playing the piano,"Athlete, sport soldier","Studies Chemistry at Sorbonne University (Paris, FRA)","Partner, Thomas Chirault. Father, Olivier. Mother, Marie. Sister, Romane",French,National: Jean-Manuel Tizzoni (FRA)
