code,name,gender,country_code,country,nationality_long,disciplines,events,birth_date,birth_country,hobbies,occupation,education,family,lang,coach
1963031,MATELOVA Hana,Female,CZE,Czechia,Czechia,['Table Tennis'],"[""Women's Singles""]",1990-06-08,Czechia,"Yoga, learning French, reading books",Athlete,"Economics - Czech University of Life Sciences, Prague, CZE",,"Czech, English",National: Petr Nedoma.<br>Club: Jerome Humbert
1963042,LILI Mohamed El Mehdi,Male,ALG,Algeria,Algeria,['Judo'],['Men +100 kg'],1995-09-22,Algeria,,,,,"Arab, French",
1963077,KWEMOI Ronald,Male,KEN,Kenya,Kenya,['Athletics'],"[""Men's 5000m""]",1995-09-19,Kenya,,Athlete,,"Wife, Stella Chesang. Son, Ethan Kipkorir (2020)","English, Swahili","Personal: Patrick Sang (KEN), 1992 Olympic 3000m steeplechase silver medallist"
1963091,SVECOVS Pavels,Male,LAT,Latvia,Latvia,['Modern Pentathlon'],"[""Men's Individual""]",1994-09-04,Latvia,"Driving, travelling, motorsports",Athlete,,"Wife, Renate Svecova (married September 2020)","English, Latvian","National: Mihails Jefremenko, Alexander Shakurov"
1963098,HAMZA Yacine,Male,ALG,Algeria,Algeria,['Cycling Road'],"[""Men's Road Race""]",1997-04-18,Algeria,,Athlete,,,Arabic,
1963245,CHEUNG Ka Long,Male,HKG,"Hong Kong, China","Hong Kong, China",['Fencing'],"[""Men's Foil Individual""]",1997-06-10,"Hong Kong, China",Basketball,"Athlete, student",Studies at Hong Kong Baptist University (HKG),,"Cantonese, English",
1963249,HO Wai Hang,Male,HKG,"Hong Kong, China","Hong Kong, China",['Fencing'],"[""Men's Épée Individual""]",1996-04-07,,Camping,Athlete,,,Cantonese,Head coach: Zheng Kangzhao (CHN)
1963262,KONG Man Wai Vivian,Female,HKG,"Hong Kong, China","Hong Kong, China",['Fencing'],"[""Women's Épée Individual""]",1994-02-08,"Hong Kong, China","Cooking, playing the piano, painting, yoga",Athlete,"International Relations at Stanford University (Palo Alto, CA, USA); Studied law at the Chinese University of Hong Kong","Father, KF Kong. Mother, Ellen","Cantonese, English, Mandarin","Zheng Kangzhao (CHN), Octavian Zidaru (ROU)"
1963343,HOUILI Nesrine,Female,ALG,Algeria,Algeria,['Cycling Road'],"[""Women's Road Race""]",2003-08-27,Algeria,,Athlete,,,Arabic,
1963378,LUNEV Ruslan,Male,AZE,Azerbaijan,Azerbaijan,['Shooting'],"['10m Air Pistol Men', '25m Rapid Fire Pistol Men']",1989-07-25,Azerbaijan,"Tennis, swimming, chess, barbecue, video games",Athlete. Serves as a captain for the Internal Troops of the Ministry of Internal Affairs of the Republic of Azerbaijan,"Studied at the Azerbaijan State Academy of Physical Education and Sport (Baku, AZE)","Wife, Daria. Daughter, Sophie. Father, Vladimir, Mother, Irada Ashumova","Azeri, English, Russian",National/Personal: Vladimir Lunev (AZE) - his father
1963383,ULYANOVA Dina,Female,AZE,Azerbaijan,Azerbaijan,['3x3 Basketball'],['Women'],1989-09-01,Azerbaijan,,Athlete,,Twin sons,Azerbaijani,
1963384,MOLLENHAUER Alexandra,Female,AZE,Azerbaijan,Azerbaijan,['3x3 Basketball'],['Women'],1998-05-04,,,Athlete,"Studied English with a minor in Mathematics at Anderson University (SC, USA)","Father, Scott. Mother, Joy. Younger brother, Elijah","English, Spanish",
1963385,WALKER Marcedes,Female,AZE,Azerbaijan,Azerbaijan,['3x3 Basketball'],['Women'],1986-10-17,,,Athlete,"Studied Administrative Justice with a minor in Legal Studies at the University of Pittsburgh (PA, USA)","Mother, Marcella. Sisters, Marshay and Markel. Brother, Marquise",English,
1963386,HAYES Tiffany,Female,AZE,Azerbaijan,Azerbaijan,['3x3 Basketball'],['Women'],1989-09-20,United States,,Athlete,"Studied Sociology at the University of Connecticut (Storrs, USA)","Father, Renard. Mother, Dorothy. Siblings, Latisha, Jerron and Dontae",English,Club: Becky Hammon (RUS)
1963424,MOJSOVSKA Anastasija,Female,MKD,North Macedonia,North Macedonia,['Shooting'],['10m Air Rifle Women'],2002-06-19,,"Playing flute, knitting stuffed toys","Athlete, student","Studying Physical Education, Sports and Health at the Ss. Cyril and Methodius University (Skopje, MKD)",,Macedonian,Personal: Jordan Tasevski (MKD)
1963505,YARIGO Noelie,Female,BEN,Benin,Benin,['Athletics'],"[""Women's 800m""]",1985-12-26,Benin,"Cooking, travelling, going to the cinema, listening to music","Athlete, sport soldier",,"Father, Raphael Yarigo (deceased). Mother, Therese Idani. The eighth of 10 siblings (five boys and five girls)","English, French","Personal: Valentin Anghel (ROM), from 2022"
1963520,SEDJATI Djamel,Male,ALG,Algeria,Algeria,['Athletics'],"[""Men's 800m""]",1999-05-03,Algeria,,"Athlete, soldier (sergeant)",,,Arabic,Personal: Amar Benida (ALG)
1963543,MILANOV Phili,Male,BEL,Belgium,Belgium,['Athletics'],"[""Men's Discus Throw""]",1991-07-06,Belgium,,"Athlete, 3D animator","Digital Arts & Entertainment (Kortrijk, BEL)","Father, Emil",Dutch,"Personal: Emil Milanov (BEL), his father"
1963549,MOULA Slimane,Male,ALG,Algeria,Algeria,['Athletics'],"[""Men's 800m""]",1999-02-25,Algeria,,Athlete,,,"Arabic, French, Kabyle",Personal: Sid Ali Sabour (ALG)
1963562,WALSH Michaela,Female,IRL,Ireland,Ireland,['Boxing'],"[""Women's 57kg""]",1993-06-05,Great Britain,,Athlete,,"Partner, Emily. Father, Damien. Younger brother, Aidan",English,Personal: Paul Johnston (GBR)
1963577,TRIKI Yasser Mohammed,Male,ALG,Algeria,Algeria,['Athletics'],"[""Men's Triple Jump""]",1997-03-24,Algeria,,Athlete,,,"Arabic, English, French",
1963584,BOUANANI Amine,Male,ALG,Algeria,Algeria,['Athletics'],"[""Men's 110m Hurdles""]",1997-10-17,Algeria,,Athlete,,,"Arabic, French",Personal: Fatsah Bakouri (ALG)
1963587,BOULOUSSA Mehdi,Male,ALG,Algeria,Algeria,['Table Tennis'],"[""Men's Singles""]",1995-05-15,,,,,,French,
1963632,MURASA Tatsuya,Male,JPN,Japan,Japan,['Swimming'],"[""Men's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",2007-03-27,,"Food, spending time with friends",,,,Japanese,
1963633,TANIGUCHI Taku,Male,JPN,Japan,Japan,['Swimming'],"[""Men's 100m Breaststroke"", ""Men's 4 x 100m Medley Relay"", 'Mixed 4 x 100m Medley Relay']",2001-09-26,Japan,,,"Graduated in 2024 from Chukyo University, Nagoya (JPN)",,Japanese,Club: Shigehiro Takahashi (JPN)
1963634,HIRAI Mizuki,Female,JPN,Japan,Japan,['Swimming'],"[""Women's 100m Butterfly"", ""Women's 4 x 100m Medley Relay"", 'Mixed 4 x 100m Medley Relay']",2007-03-07,Japan,,,"Student at Nichidai Fujisawa High School (Kanagawa, JPN)",,Japanese,Club: Shigeki Kayahara (JPN)
1963635,MATSUSHITA Tomoyuki,Male,JPN,Japan,Japan,['Swimming'],"[""Men's 400m Individual Medley""]",2005-08-01,Japan,,Student,"Studies at Toyo University, Tokyo (JPN)",,Japanese,Club: Hiromasa Hirai (JPN)
1963638,MATSUYAMA Riku,Male,JPN,Japan,Japan,['Swimming'],"[""Men's 100m Backstroke"", ""Men's 4 x 100m Medley Relay"", 'Mixed 4 x 100m Medley Relay']",2001-09-29,,,,"Studying at Meiji University, Tokyo (JPN)",,Japanese,Club: Hidemasa Sano (JPN)
1963639,MATSUMOTO Shiho,Female,JPN,Japan,Japan,['Swimming'],"[""Women's 200m Individual Medley""]",2002-04-03,Japan,,Student,"Studying Sports Science at Waseda University, Tokyo (JPN)",,Japanese,
1963640,YANAGIMOTO Konosuke,Male,JPN,Japan,Japan,['Swimming'],"[""Men's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",2003-11-24,Japan,,Student,,,Japanese,
1963651,TATAR Zahra,Female,ALG,Algeria,Algeria,['Athletics'],"[""Women's Hammer Throw""]",1992-11-10,Algeria,,,,,"Arabic, French","Personal: Hakim Toumi (ALG), two-time Olympian in the hammer throw (1984, 1988)"
1963653,MICALLEF Kyle,Male,MLT,Malta,Malta,['Swimming'],"[""Men's 50m Freestyle""]",2001-06-20,,,Athlete,,,,
1963655,KISOKA Arnold,Male,COD,DR Congo,Democratic Republic of the Congo,['Judo'],['Men -60 kg'],2000-09-04,DR Congo,"Relaxing in front of the TV, football. ""I'm a big fan of Kylian Mbappe and Lionel Messi. ""(Athlete, 23 May 2024)",Athlete,Graduated in 2018 in Construction from the Bumbe Technical Industrial Vocational Institute,"Father, Nkiankandu. Mother, Kibadila Ntukifipa. He is the 10th in a family of 11 children, six boys and five girls. The eldest is 49, the youngest is 21","French, Lingala","National: Nicolas Lianza, Dady Bakoyene (COD)"
1963658,BAUM Sarah,Female,RSA,South Africa,South Africa,['Surfing'],['Women'],1994-01-26,South Africa,,Athlete,,"Wife, Georgia (2024). Father, Chris",English,Personal: Amee Donohoe (AUS)
1963660,SMITH Jordy,Male,RSA,South Africa,South Africa,['Surfing'],['Men'],1988-02-11,South Africa,,"Athlete, surfboard manufacturer",,"Wife, Lyndall (married 2014). Son, Ziggy. Father, Graham (surfboard manufacturer). Mother, Luellen (teacher). Younger sister, Casey",English,
1963661,McGILLIVRAY Matthew,Male,RSA,South Africa,South Africa,['Surfing'],['Men'],1997-03-26,South Africa,"Skydiving and BASE jumping. ""I grew up being fascinated with flying as a kid. When I was pretty young I saw a BASE jumping video on YouTube and knew it was something I wanted to do."" (surfer.com, 10 July 2023)",Athlete,,"Father, Donald. Mother, Kathy. Older brothers, Jonathan and David. Younger sister, Kirsty",English,
1963680,KHENNOUSSI Oussama,Male,ALG,Algeria,Algeria,['Athletics'],"[""Men's Discus Throw""]",1999-12-28,Algeria,,Athlete,"ESSTS Algiers, Graduate School of Sports Science and Technology (ALG)",Married. Son (born June 2024),Arabic,Personal: 'Zako' Yahiaoui (ALG)
1963709,LOGHRAIBI Lynda,Female,ALG,Algeria,Algeria,['Table Tennis'],"[""Women's Singles""]",1997-05-03,,,Athlete,,,Arabic,
1963716,GOUANED Mohamed Ali,Male,ALG,Algeria,Algeria,['Athletics'],"[""Men's 800m""]",2002-07-05,Algeria,,Athlete,,,Arabic,Personal: Reda Abdenouz (ALG)
1963761,STACEY Harry,Male,GHA,Ghana,Ghana,['Swimming'],"[""Men's 100m Freestyle""]",2000-03-21,,,Athlete,,,,
1963792,TABTI Bilal,Male,ALG,Algeria,Algeria,['Athletics'],"[""Men's 3000m Steeplechase""]",1993-06-07,Algeria,,"Athlete, sport soldier",,,Arabic,
1963793,SOUMAORO Lassine,Male,MLI,Mali,Mali,['Football'],['Men'],2002-12-19,Mali,,Athlete,,,French,
1963799,KOUGIOUMTSIDIS Georgios,Male,GRE,Greece,Greece,['Wrestling'],"[""Men's Freestyle 74kg""]",2001-10-09,Greece,,,Studies at the University of Macedonia,,Greek,
1963800,KURUGLIEV Dauren,Male,GRE,Greece,Greece,['Wrestling'],"[""Men's Freestyle 86kg""]",1992-07-12,,,Athlete,,,Russian,
1963806,PREVOLARAKI Maria,Female,GRE,Greece,Greece,['Wrestling'],"[""Women's Freestyle 53kg""]",1991-12-21,Greece,,Athlete,"Physical Education - National and Kapodistrian University of Athens, Greece",,Greek,National: Mohsen Pariyaei (IRI)
1963842,ROOSKRANTZ Caitlin,Female,RSA,South Africa,South Africa,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]",2001-11-05,South Africa,,"Athlete, student",Has studied marketing management at the University of Johannesburg (RSA),"Mother, Veda",English,National/personal: Ilse Roets-Pelser
1963862,ROBAN Handal,Male,VIN,StVincent&Grenadines,St Vincent and the Grenadines,['Athletics'],"[""Men's 800m""]",2002-09-05,StVincent&Grenadines,,Athlete,"Studies Psychology at Pennsylvania State University, University Park, PA (USA)","Mother, Vanelisa",English,Personal: Ryan Foster (USA)
1963875,MALONEY Shafiqua,Female,VIN,StVincent&Grenadines,St Vincent and the Grenadines,['Athletics'],"[""Women's 800m""]",1999-02-27,StVincent&Grenadines,,Athlete,"Graduated in 2022 with Master's degree in Operations Management and in 2021 with a Bachelor's degree in Geography (Remote Sensing and Cartography) from University of Arkansas, Fayetteville (AR, USA)",Has two siblings,"English, Spanish",Personal: Chris Johnson (USA)
1963896,SYOUD Jaouad,Male,ALG,Algeria,Algeria,['Swimming'],"[""Men's 200m Individual Medley""]",1999-09-17,,,Athlete,,,,
1963898,MENSAH Joselle,Female,GHA,Ghana,Ghana,['Swimming'],"[""Women's 50m Freestyle""]",2003-09-26,,,Athlete,,,,
1963914,MIHALEV Todor,Male,BUL,Bulgaria,Bulgaria,['Modern Pentathlon'],"[""Men's Individual""]",1997-04-27,Bulgaria,Photography,,Graduated with a degree in Photography,,"Bulgarian, English",National: Alexis Pantazidis (GRE)
1963915,GINES LOPEZ Alberto,Male,ESP,Spain,Spain,['Sport Climbing'],"[""Men's Boulder & Lead""]",2002-10-23,Spain,"Reading, playing video games, watching movies",Athlete,,,Spanish,National: David Macia (ESP)
1963918,ROMERO PEREZ Leslie Adriana,Female,ESP,Spain,Spain,['Sport Climbing'],"[""Women's Speed""]",1998-03-18,Venezuela,,,,,Spanish,National: David Macia (ESP)
1964008,NIYOMUKUNZI Francine,Female,BDI,Burundi,Burundi,['Athletics'],"[""Women's 10,000m"", ""Women's 5000m""]",1999-08-01,Burundi,,Athlete,,,"French, Kirundi",Personal: Giuseppe Giambrone (ITA)
1964029,NDIKUMANA Celestin,Male,BDI,Burundi,Burundi,['Athletics'],"[""Men's 10,000m""]",2002-02-22,Burundi,,Athlete,,,"French, Kirundi",Personal: Giuseppe Giambrone (ITA)
1964049,FERNANDES P.X.CAVALCANTE Adriano,Male,BRA,Brazil,Brazil,['Volleyball'],['Men'],2002-02-06,Brazil,,Athlete,,,Portuguese,National: Bernardo Rezende (BRA)
1964053,DIEGO MARIANO LANCI Arthur,Male,BRA,Brazil,Brazil,['Beach Volleyball'],['Men'],1996-02-13,Brazil,Fishing,Athlete,,,Portuguese,Personal: Wallace Ramos (BRA)
1964058,SILVA RAMOS Ana Patricia,Female,BRA,Brazil,Brazil,['Beach Volleyball'],['Women'],1997-09-29,Brazil,,Athlete,,,Portuguese,
1964063,da SILVA Ana Carolina,Female,BRA,Brazil,Brazil,['Volleyball'],['Women'],1991-04-08,Brazil,,Athlete,"Studied at Paulista University (Sao Paulo, BRA)","Wife, Anne Buijs",Portuguese,National: Ze Roberto (BRA)
1964064,SOUZA Alan,Male,BRA,Brazil,Brazil,['Volleyball'],['Men'],1994-03-21,Brazil,,Athlete,,"Wife, Julia. Sons, Samuel and Cicero. Younger brother, Darlan",Portuguese,National: Bernardo Rezende (BRA)
1964065,MENEZES OLIVEIRA de SOUZA Ana Cris,Female,BRA,Brazil,Brazil,['Volleyball'],['Women'],2004-04-07,Brazil,Reading,Athlete,,"Father, Alex Souza. Mother, Cecilia Menezes",Portuguese,National: Ze Roberto (BRA)
1964066,LOYOLA STEIN Andre,Male,BRA,Brazil,Brazil,['Beach Volleyball'],['Men'],1994-08-19,Brazil,,Athlete,,"Wife, Vitoria. Father, Adamastor. Mother, Lilian. Brother, Lucas",Portuguese,
1964067,SEIXAS de FREITAS Barbara,Female,BRA,Brazil,Brazil,['Beach Volleyball'],['Women'],1987-08-03,Brazil,,,,,,
1964069,REZENDE Bruno Mossa,Male,BRA,Brazil,Brazil,['Volleyball'],['Men'],1986-07-02,Brazil,,Athlete,,"Father, Bernardo. Mother, Vera","English, Italian, Portuguese",National: Bernardo Rezende (BRA) (his father)
1964075,SOLBERG SALGADO Carolina,Female,BRA,Brazil,Brazil,['Beach Volleyball'],['Women'],1987-08-06,Brazil,,Athlete,,"Husband, Fernando Young. Sons, Jose and Salvador. Mother, Isabel (died 2022). Father, Ruy. Brothers, Pedro and Allison (adopted). Sisters, Pilar and Maria Clara",Portuguese,Personal: Leticia Pessoa (BRA)
1964076,DUARTE ALECRIM Diana,Female,BRA,Brazil,Brazil,['Volleyball'],['Women'],1999-02-22,,,Athlete,,,Portuguese,National: Ze Roberto (BRA)
1964083,FERREIRA SOUZA Darlan,Male,BRA,Brazil,Brazil,['Volleyball'],['Men'],2002-06-24,,,Athlete,,"Older brother, Alan",Portuguese,Club: Anderson Rodrigues (BRA).<br>National: Bernardo Rezende (BRA)
1964085,GONCALVES OLIVEIRA JUNIOR Evandro,Male,BRA,Brazil,Brazil,['Beach Volleyball'],['Men'],1990-07-17,Brazil,,Athlete,,"Wife, Ana Paula. Son, Daniel. Father, Evandro (deceased 2012). Mother, Ana. Sister, Luana",Portuguese,Personal: Wallace Ramos (BRA)
1964088,SANTOS LISBOA Eduarda,Female,BRA,Brazil,Brazil,['Beach Volleyball'],['Women'],1998-08-01,Brazil,,Athlete,,"Mother, Maria",Portuguese,
1964089,RESENDE GUALBERTO Flavio,Male,BRA,Brazil,Brazil,['Volleyball'],['Men'],1993-04-22,Brazil,,Athlete,,"Wife, Bruna",Portuguese,National: Bernardo Rezende (BRA)
1964090,GIL KRELING Fernando,Male,BRA,Brazil,Brazil,['Volleyball'],['Men'],1996-01-13,Brazil,,Athlete,,"Partner, Luana",Portuguese,National: Bernardo Rezende (BRA)
1964094,BRAGA GUIMARAES Gabriela,Female,BRA,Brazil,Brazil,['Volleyball'],['Women'],1994-05-19,Brazil,"Tennis, football, going to the beach, spending time with her family",Athlete,,"Father, Daniel. Mother, Elaine Magalhaes",Portuguese,National: Ze Roberto (BRA)
1964100,SOUTO MAIOR WANDERLEY George,Male,BRA,Brazil,Brazil,['Beach Volleyball'],['Men'],1996-09-12,Brazil,,Athlete,,"Wife, Andressa. Father, Jose",Portuguese,
1964102,HONORATO Henrique Dantas Nobrega,Male,BRA,Brazil,Brazil,['Volleyball'],['Men'],1997-03-18,Brazil,,Athlete,,"Partner, Alice Gomes. Father, Manoel. Younger brother, Julio",Portuguese,National: Bernardo Rezende (BRA)
1964104,SANTOS Isac,Male,BRA,Brazil,Brazil,['Volleyball'],['Men'],1990-12-13,Brazil,"Playing saxophone, watching movies and TV series",Athlete,,,Portuguese,National: Bernardo Rezende (BRA)
1964106,BERGMANN Julia Isabelle,Female,BRA,Brazil,Brazil,['Volleyball'],['Women'],2001-02-21,Germany,,Athlete,"Graduated in 2023 with a degree in Applied Language from Georgia Tech (Atlanta, USA)","Mother, Neide. Father, André. Younger brother, Lukas","English, German, Portuguese, Spanish",National: Ze Roberto (BRA)
1964125,BERGMANN Lukas Felipe,Male,BRA,Brazil,Brazil,['Volleyball'],['Men'],2004-03-25,Germany,,Athlete,,"Mother, Neide. Father, André. Older sister, Julia","German, Portuguese",National: Bernardo Rezende (BRA)
1964133,SAATKAMP Lucas,Male,BRA,Brazil,Brazil,['Volleyball'],['Men'],1986-03-06,Brazil,Watching films,Athlete,,"Wife, Beatriz. Son, Theo. Daughter, Maya",Portuguese,National: Bernardo Rezende (BRA)
1964136,GERALDO TEIXEIRA Lorenne,Female,BRA,Brazil,Brazil,['Volleyball'],['Women'],1996-01-08,Brazil,,Athlete,,,Portuguese,National: Ze Roberto (BRA)
1964140,SILVA CARNEIRO Macris Fernanda,Female,BRA,Brazil,Brazil,['Volleyball'],['Women'],1989-03-03,Brazil,"Being with her cats, reading, going to the cinema",Athlete,"Studied Physical Education at Integrated College of St Andrew (Santo Andre, BRA)",,Portuguese,National: Ze Roberto (BRA)
1964151,ARAUJO Natalia,Female,BRA,Brazil,Brazil,['Volleyball'],['Women'],1997-04-10,Brazil,,Athlete,,,Portuguese,National: Ze Roberto (BRA)
1964152,ALEXANDRE COSTA NUNES Nyeme Victor,Female,BRA,Brazil,Brazil,['Volleyball'],['Women'],1998-10-11,Brazil,,Athlete,,"Mother, Nivia Maria. Sister, Nayane",Portuguese,National: Ze Roberto (BRA)
1964167,MONTIBELLER Rosamaria,Female,BRA,Brazil,Brazil,['Volleyball'],['Women'],1994-04-09,Brazil,Modelling,"Athlete, entrepreneur",,"Mother, Adelir Botanelli",Portuguese,National: Ze Roberto (BRA)
1964169,RATZKE Roberta Silva,Female,BRA,Brazil,Brazil,['Volleyball'],['Women'],1990-04-28,Brazil,,Athlete,Studied marketing,,"English, Portuguese",National: Zé Roberto (BRA)
1964172,SOUZA Ricardo Lucarelli,Male,BRA,Brazil,Brazil,['Volleyball'],['Men'],1992-02-14,Brazil,,Athlete,,,"English, Italian, Portuguese",National: Bernardo Rezende (BRA)
1964178,HOSS Thales,Male,BRA,Brazil,Brazil,['Volleyball'],['Men'],1989-04-26,Brazil,,Athlete,,"Wife, Gabriela. One daughter. One, son. Brother, Jonatas","English, Portuguese",National: Bernardo Rezende (BRA)
1964180,DAHER de MENEZES Thaisa,Female,BRA,Brazil,Brazil,['Volleyball'],['Women'],1987-05-15,Brazil,,Athlete,,"Husband, Rafael Mineiro",Portuguese,National: Ze Roberto (BRA)
1964183,LEMES SANTOS Tainara,Female,BRA,Brazil,Brazil,['Volleyball'],['Women'],2000-03-09,Brazil,,Athlete,,,Portuguese,National: Ze Roberto (BRA)
1964196,LEAL HIDALGO Yoandy,Male,BRA,Brazil,Brazil,['Volleyball'],['Men'],1988-08-31,Cuba,Listening to music,Athlete,,,"Portuguese, Spanish",National: Bernardo Rezende (BRA)
1964314,MEDJAHED Nesrine,Female,ALG,Algeria,Algeria,['Swimming'],"[""Women's 100m Freestyle""]",1999-08-28,,,Athlete,,,Arabic,
1964347,SAKOBI Marcelat,Female,COD,DR Congo,Democratic Republic of the Congo,['Boxing'],"[""Women's 57kg""]",1996-03-29,DR Congo,,,"Studied Law at the University of Kinshasa (Kinshasa, COD)",,French,
1964497,GJURETANOVIKJ Nikola,Male,MKD,North Macedonia,North Macedonia,['Swimming'],"[""Men's 400m Freestyle""]",2007-11-07,,,,,,,"Club: Goran Stamenov, Bosko Tomovski, Ertan Ibrahim Redzepagic"
1964498,DIONGUE Ndeye Bineta,Female,SEN,Senegal,Senegal,['Fencing'],"[""Women's Épée Individual""]",1988-05-02,Senegal,,"Athlete, coach",,,French,
1964500,KLIMOVICH Tatsiana,Female,AIN,AIN,Belarus,['Rowing'],"[""Women's Single Sculls""]",1995-01-19,Belarus,"Spending time with family and friends, cooking",Athlete,Studied Physical Education at Francisk Skorina Gomel State University (BLR),,"English, Russian",Siarhei Kholyavko (BLR)
1964529,SCHOLTZ Johanita,Female,RSA,South Africa,South Africa,['Badminton'],"[""Women's Singles""]",2000-01-25,South Africa,Fashion designing,Fashion designer,Graduated in 2021 in Fashion Design at Bloemfontein Fashion Academy (RSA),"Husband, Christian Albertse. Father, Steven Scholtz. Mother, Johletee Scholtz. Sister, Sonelda Nel","Afrikaans, English",Johan Kleingeld (RSA)
1964545,LAVIGNE Laurent,Male,CAN,Canada,Canada,['Canoe Sprint'],"[""Men's Kayak Four 500m""]",2001-05-16,Canada,,"Athlete, student","Studies Administration at the University of Sherbrooke (Longueuil, QC, Canada)","Older brother, Albert","English, French",National: Andreas Dittmar (GER)
1964547,VINCENT Katie,Female,CAN,Canada,Canada,['Canoe Sprint'],"[""Women's Canoe Single 200m"", ""Women's Canoe Double 500m""]",1996-03-12,Canada,"Hiking, skiing, cooking, and collecting new vinyl for her record collection",Athlete,"Exercise Science, Human Movement Studies at Dalhousie University (Halifax, NS, CAN).</p><p>Kinesiology at York University (Toronto, ON, CAN) ",,English,National: Rob Stott (CAN).<br>Personal: Kyle Jeffery (CAN)
1964548,POULIN Pierre-Luc,Male,CAN,Canada,Canada,['Canoe Sprint'],"[""Men's Kayak Double 500m"", ""Men's Kayak Four 500m""]",1995-12-21,Canada,Snowboarding,"Athlete, financial security adviser","Graduated with a Certificate in Business Finance at HEC Montreal (Montreal, QC, Canada)","Brother, Maxim","English, French",National: Andreas Dittmar (GER)
1964553,JENSEN Sophia,Female,CAN,Canada,Canada,['Canoe Sprint'],"[""Women's Canoe Single 200m""]",2001-09-18,Canada,,Athlete,,"Father, Olaf. Mother, Alison. Brother, Ivan","English, French",
1964556,RUSSELL Michelle,Female,CAN,Canada,Canada,['Canoe Sprint'],"[""Women's Kayak Single 500m""]",1992-06-27,Canada,,Athlete,"Honours in English at Mount Saint Vincent University (Halifax, NS, CAN)",,English,Personal: Mike Kerrigan (CAN)
1964559,MATVEEV Nicholas,Male,CAN,Canada,Canada,['Canoe Sprint'],"[""Men's Kayak Four 500m""]",1997-08-07,Canada,"Sports, camping, playing computer games",Student,,,English,National: Andreas Dittmer (GER)
1964565,FITZPATRICK Connor,Male,CAN,Canada,Canada,['Canoe Sprint'],"[""Men's Canoe Single 1000m""]",1998-08-13,Canada,,Athlete,,"Father, Ralph. Mother, Dennita",English,
1964567,STOTT Courtney,Female,CAN,Canada,Canada,['Canoe Sprint'],"[""Women's Kayak Double 500m"", ""Women's Kayak Four 500m""]",1992-05-11,Canada,,"Athlete, coach","Graduated in 2014 with an Honours Bachelor's degree in Science, Human Kinetics from Ottawa University (ON, Canada)","Father, Kevin. Mother, Kelly. Younger brother, Jeremy",,National: Andreas Dittmar (GER)
1964570,BESHARAH-HREBACKA Toshka,Female,CAN,Canada,Canada,['Canoe Sprint'],"[""Women's Kayak Four 500m""]",2003-04-30,Canada,,"Athlete, student","Studying Science, majoring in Biomedicine at University of Ottawa (ON, CAN)",,English,National: Andreas Dittmar (GER)
1964577,McTAVISH Simon,Male,CAN,Canada,Canada,['Canoe Sprint'],"[""Men's Kayak Double 500m"", ""Men's Kayak Four 500m""]",1996-07-19,Canada,,Athlete,"Graduated in 2019 with a Bachelor's degree in Project Management from University of Sydney (NSW, Australia)","Father, Cameron. Mother, Karen. Older brothers, Fraser and Spencer",English,National: Andreas Dittmar (GER)
1964579,DAVISON Natalie,Female,CAN,Canada,Canada,['Canoe Sprint'],"[""Women's Kayak Double 500m"", ""Women's Kayak Four 500m""]",1992-01-12,Canada,"Camping, travelling, movies and music",Athlete,"Graduated with a Bachelor's degree in Science, majoring in Nursing from University of Ottawa (ON, Can)","Husband, Mark (married in 2020)",English,National: Andreas Dittmar (GER)
1964582,MELANSON Riley,Female,CAN,Canada,Canada,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Four 500m""]",1999-05-19,Canada,,Athlete,"Studied Science at Dalhousie University (Halifax, NS, CAN)","Mother, Krista",English,National: Andreas Dittmar (GER)
1964583,MACKENZIE Sloan,Female,CAN,Canada,Canada,['Canoe Sprint'],"[""Women's Canoe Double 500m""]",2002-05-16,Canada,,Athlete,,,English,Personal: Mike Kerrivan (CAN)
1964622,NETTASINGHE Viren,Male,SRI,Sri Lanka,Sri Lanka,['Badminton'],"[""Men's Singles""]",2003-06-17,Sri Lanka,"Wildlife, gaming, music, sightseeing",Athlete,,"Father, Roshan. Mother, Karen. Brother, Mithila","English, Sinhala","Roshan Nettasinghe (SRI), his father"
1964623,HAMCHO Amre,Male,SYR,Syria,Syrian Arab Republic,['Equestrian'],['Jumping Individual'],1995-03-07,Syria,Racing cars at the Syrian Automobile Club,Athlete,,"Father, Mohammad Hamsho. Mother, Rania Raslan Dabbas. Brother, Ahmed Hamcho","Arabic, English",
1964788,ADOUL Koceila,Male,ALG,Algeria,Algeria,['Shooting'],['10m Air Rifle Men'],2002-02-20,Algeria,Leisure sports,Student,,,"Arabic, English, French","Personal: Samir Bouchireb (ALG), Adel Lechebe"
1964846,ZIELINSKA Weronika,Female,POL,Poland,Poland,['Weightlifting'],"[""Women's 81kg""]",1997-05-16,,,"Athlete, personal trainer","Received a Master's degree in Physical Education from Jozef Pilsudski University of Physical Education in Warsaw (Biala Podlaska, POL) in 2021",,Polish,National: Antoni Czerniak.<br>Personal: Paulina Szyszko
